PROVINCIA,COMUNE,CODICE,CODICEWISE,RETE,QUANTI_ESE,STATO,DATA_INIZIO,X_WGS84,Y_WGS84,ORIGINE_CO,QUOTA_MISU,QUOTA_PC_S,H_BP,PROFONDIT,FILTRI_N,FILTRI_TOP,FILTRI_BOT,USO,TIPO,GWB_2015,Codice_WIS,Nome_Corpo,Area_GWB,SONDA_AUTO,NOTE,STATISTICA_MK,PVALUE,SENSSLOPE_M_MESE,SENSSLOPE_M_ANNO,SENSSLOPE_CM_ANNO,TREND,PIEZO82,N_DATI,FREQ_MEDIA_MISURE,ANNI CON 12 DATI,ANNI SENZA DATI,CONFIDENZA
PV,ALBONESE,PO018003NR0009,IT03GWBISSMPP_PO018003NR0009,3,2,M,01/11/2015,477798,5014771,,113.49,113.49,0,19,1,1,15,MONITORAGGIO,PIEZOMETRO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,0.087252073,0.399253488,0.003611111,0.043333332,4.3333332,STAZIONARIO,107.275,46,4.181818182,3,7,BASSA
PV,GAMBOLO',PO018068NRP001,IT03GWBISSMPP_PO018068NRP001,3,4,M,01/01/2006,492857,5011583,1,100.934,100.934,0,53.5,1,46,49,NON DEFINITO,PIEZOMETRO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,-0.209676698,0.005464165,-0.01,-0.12,-12,NEGATIVO,90.2504,83,7.545454545,2,0,MEDIA
PV,CASTELLO D'AGOGNA,PO018039NRP001,IT03GWBISSMPP_PO018039NRP001,1,1,N,01/03/2015,474622.3907,5007946.95,1,107.215,108.345,1.13,58,1,33.46,51.46,ANTINCENDIO,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,0.155363873,0.244746447,0.02560606,0.30727272,30.727272,STAZIONARIO,101.693,29,2.636363636,1,8,BASSA
PV,GARLASCO,PO0180690U0002,IT03GWBISSMPP_PO0180690U0002,3,2,M,01/01/2006,494013,5004960,1,92.741,92.741,0,57,2,28,51,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,-0.172403902,0.006488255,-0.007560976,-0.090731712,-9.0731712,NEGATIVO,84.937,115,10.45454545,5,0,ALTA
PV,SCALDASOLE,PO018147NUP001,IT03GWBISSMPP_PO018147NUP001,3,1,M,01/03/2015,492497.439,4996514.77,1,86.584,87.544,0.96,60,3,7,50,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,0.042666815,0.676058292,0.002535714,0.030428568,3.0428568,STAZIONARIO,75.5762,48,4.363636364,1,6,BASSA
PV,FERRERA ERBOGNONE,PO018062NRD002,IT03GWBISSMPP_PO018062NRD002,3,4,M,01/01/2006,489193,4993809,1,86.799,86.459,0.34,20,1,1,15,NON DEFINITO,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,-0.173961729,0.028940054,-0.01169492,-0.14033904,-14.033904,NEGATIVO,76.0373,74,6.727272727,2,0,MEDIA
PV,MEDE,PO0180880U0001,IT03GWBISSMPP_PO0180880U0001,3,1,M,01/01/2006,479549,4993807,1,92.936,92.936,0,53,1,30,48,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,-0.093662411,0.115040898,-0.003809524,-0.045714288,-4.5714288,STAZIONARIO,83.9783,130,11.81818182,9,0,ALTA
PV,SARTIRANA LOMELLINA,PO018146NRP001,IT03GWBISSMPP_PO018146NRP001,3,1,M,01/03/2015,473582.7089,4995758.07,1,99.039,99.039,0,50,1,39.5,43.5,POTABILE,POZZO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,0.113879718,0.25878942,0.00863354,0.10360248,10.360248,STAZIONARIO,88.9208,48,4.363636364,1,6,BASSA
PV,FRASCAROLO,PO018065NRG001,IT03GWBISSMPP_PO018065NRG001,3,1,M,01/01/2006,476409,4987902,2,86.66,86.66,0,10,n.d.,n.d.,n.d.,INDUSTRIALE,PIEZOMETRO,GWB ISS MPP,IT03GWBISSMPP,Corpo idrico sotterraneo superficiale di Media pianura Bacino Pavese,"1185937376,1382413",,,-0.138425216,0.397608757,-0.01625,-0.195,-19.5,STAZIONARIO,80.7673,21,1.909090909,0,5,BASSA
MI,CORNAREDO,PO0150870U0001,IT03GWBISSMPTLN_PO0150870U0001,1,2,M,01/01/2009,501558,5037847,1,142.84,142.84,0,66.7,2,30.7,62.7,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,-0.153773129,0.021782137,-0.0052,-0.0624,-6.24,NEGATIVO,133.166,103,9.363636364,2,1,ALTA
MI,MILANO,PO015146NU1496,IT03GWBISSMPTLN_PO015146NU1496,1,2,M,01/03/2012,506073,5037830,1,135.68,135.68,0,15,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,0.135016024,0.075240374,0.009038462,0.108461544,10.8461544,POSITIVO,121.66,83,7.545454545,3,3,MEDIA
MI,SETTIMO MILANESE,PO015211NUP001,IT03GWBISSMPTLN_PO015211NUP001,3,2,M,01/03/2015,503699.196,5038340.577,1,141.431,141.341,-0.09,54,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",-0.502256215,1.32E-05,-0.04359238,-0.52310856,-52.310856,NEGATIVO,130.588,37,3.363636364,2,6,BASSA
MI,MILANO,PO015146NU1378,IT03GWBISSMPTLN_PO015146NU1378,1,2,M,01/03/2012,515287,5031505,1,111.174,111.174,0,14,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,-0.190307587,0.014444562,-0.007272727,-0.087272724,-8.7272724,NEGATIVO,96.5295,80,7.272727273,3,3,MEDIA
MI,MILANO,PO015146NU1379,IT03GWBISSMPTLN_PO015146NU1379,1,2,M,01/01/2010,518770,5029372,1,103.009,103.009,0,7,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,-0.090808228,0.165494993,-0.001351351,-0.016216212,-1.6216212,STAZIONARIO,93.7404,112,10.18181818,6,0,ALTA
MI,MILANO,PO015146NU1435,IT03GWBISSMPTLN_PO015146NU1435,1,2,M,01/01/2010,509862,5031663,1,115.102,115.102,0,9,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,-0.262348562,4.88E-05,-0.005319149,-0.063829788,-6.3829788,NEGATIVO,103.242,115,10.45454545,4,0,ALTA
MI,MILANO,PO015146NU1489,IT03GWBISSMPTLN_PO015146NU1489,1,2,N,01/03/2012,505546,5032794,1,122.041,122.041,0,12,n.d.,n.d.,n.d.,ALTRO MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,-0.222620904,0.018678712,-0.01666667,-0.20000004,-20.000004,NEGATIVO,116.03,54,4.909090909,2,4,BASSA
MI,ABBIATEGRASSO,PO0150020U0005,IT03GWBISSMPTLN_PO0150020U0005,1,2,N,01/04/2013,493710,5027408,1,120.75,120.75,0,73,1,34.44,58,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,-0.099277392,0.2457304,-0.006260593,-0.075127116,-7.5127116,STAZIONARIO,108.057,65,5.909090909,2,4,BASSA
MI,MELEGNANO,PO015140NR0109,IT03GWBISSMPTLN_PO015140NR0109,1,1,M,01/05/2014,525097,5022171,1,90.34,90.52,-0.18,21,1,9,20,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",SI,,-0.512708485,1.93E-08,-0.02074991,-0.24899892,-24.899892,NEGATIVO,79.2282,57,5.181818182,4,6,BASSA
MI,VERMEZZO,PO0152350U0001,IT03GWBISSMPTLN_PO0152350U0001,1,2,M,01/01/2005,498593,5026486,1,115.42,115.42,0,61.96,2,40.41,59.76,POTABILE,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,"fino al 2018 misure manuali; successiva transizione a misure con sonde automatiche, i cui dati non sono stati inseriti in quanto non validi",-0.166268051,0.01940343,-0.006666667,-0.080000004,-8.0000004,NEGATIVO,108.428,92,8.363636364,1,2,MEDIA
MI,ZIBIDO S. GIACOMO,PO015247NR0185,IT03GWBISSMPTLN_PO015247NR0185,1,2,M,01/03/2015,505595.6427,5026876.266,1,110,110,0,35,3,3,35,MONITORAGGIO,PIEZOMETRO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,-0.109216921,0.23211205,-0.0016,-0.0192,-1.92,STAZIONARIO,106.36,58,5.272727273,3,6,BASSA
MI,BASIGLIO,PO0150150U0001,IT03GWBISSMPTLN_PO0150150U0001,1,2,N,15/01/2009,512869,5021793,1,96.789,96.789,0,42,1,32,40,ALTRO MONITORAGGIO,POZZO,GWB ISS MPTLN,IT03GWBISSMPTLN,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Nord,"569146405,5415567",,,0.136869073,0.048117995,0.002953232,0.035438784,3.5438784,POSITIVO,93.1504,97,8.818181818,1,1,MEDIA
LO,CASALETTO LODIGIANO,PO098008NR0025,IT03GWBISSMPTLS_PO098008NR0025,3,1,M,01/03/2015,528720.7753,5016831.303,1,71.308,71.898,0.59,38,1,23,35,INDUSTRIALE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",SI,SONDA AUTOMATICA GUASTA DA MARZO 2020,0.281612158,0.005451322,0.01198003,0.14376036,14.376036,POSITIVO,73.7453,47,4.272727273,2,6,BASSA
PV,VIDIGULFO,PO018176NUP001,IT03GWBISSMPTLS_PO018176NUP001,3,2,M,01/03/2015,518046.1505,5015899.105,1,88.252,88.252,0,20,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.125346005,0.239882648,-0.004166667,-0.050000004,-5.0000004,STAZIONARIO,82.51,44,4,1,6,BASSA
PV,BEREGUARDO,PO018014NRP001,IT03GWBISSMPTLS_PO018014NRP001,3,1,M,01/03/2015,501192.2303,5013351.973,1,96.11,97.18,1.07,47,1,35,41,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,0.109411515,0.283195376,0.009230769,0.110769228,11.0769228,STAZIONARIO,82.9479,47,4.272727273,2,6,BASSA
PV,CERANOVA,PO018043NUP001,IT03GWBISSMPTLS_PO018043NUP001,1,2,M,01/03/2015,518426.6123,5011543.4,1,82.743,82.303,-0.44,15,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.185555637,0.095123425,-0.0025,-0.03,-3,STAZIONARIO,77.473,42,3.818181818,0,7,BASSA
PV,GIUSSAGO,PO018072NUP001,IT03GWBISSMPTLS_PO018072NUP001,3,2,M,01/03/2015,512563.9021,5011157.222,1,87.134,87.134,0,20,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,0.07752423,0.49134922,0.001428571,0.017142852,1.7142852,STAZIONARIO,80.4628,41,3.727272727,1,6,BASSA
PV,VELLEZZO BELLINI,PO018173NUP001,IT03GWBISSMPTLS_PO018173NUP001,3,2,M,01/03/2015,507665.8853,5013301.882,1,92.877,92.357,-0.52,15,n.d.,n.d.,n.d.,POTABILE,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.05632899,0.596725523,-0.002366947,-0.028403364,-2.8403364,STAZIONARIO,86.9407,45,4.090909091,1,6,BASSA
PV,CHIGNOLO PO,PO018048NRP001,IT03GWBISSMPTLS_PO018048NRP001,1,2,M,01/03/2015,522279.911,5003718.756,1,74.871,75.341,0.47,13,1,10.5,12.5,IRRIGUO,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,0.091572903,0.585784912,0.005625,0.0675,6.75,STAZIONARIO,67.2118,21,1.909090909,1,7,BASSA
PV,PAVIA,PO0181100U0111,IT03GWBISSMPTLS_PO0181100U0111,3,2,M,01/05/2014,511138,5006846,2,83.4,83.05,0.35,17,n.d.,n.d.,n.d.,PIEZOMETRO SUPERFICIALE ASSOCIATO A POZZO PROFONDO,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.033615772,0.76114285,-0.001818182,-0.021818184,-2.1818184,STAZIONARIO,70.2395,43,3.909090909,1,7,BASSA
PV,VILLANTERIO,PO018180NUP001,IT03GWBISSMPTLS_PO018180NUP001,3,2,M,01/03/2015,528164.265,5007156.563,1,73.02,73.82,0.8,73,1,56,68,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.142393321,0.336613059,-0.006794872,-0.081538464,-8.1538464,STAZIONARIO,68.3339,25,2.272727273,0,6,BASSA
PV,BELGIOIOSO,PO0180130U0005,IT03GWBISSMPTLS_PO0180130U0005,3,2,N,01/01/2006,523764,5000838,1,74.964,74.964,0,60,1,25,47,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.046435107,0.480761588,-0.001086957,-0.013043484,-1.3043484,STAZIONARIO,63.1625,109,9.909090909,6,1,ALTA
PV,CHIGNOLO PO,PO0180480U0004,IT03GWBISSMPTLS_PO0180480U0004,3,2,M,01/05/2013,539643,5000554,1,58.81,57.66,1.15,20,2,8,14,POTABILE,POZZO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.428010523,1.06E-06,-0.01228571,-0.14742852,-14.742852,NEGATIVO,52.2827,62,5.636363636,1,4,BASSA
PV,LINAROLO,PO0180810U0111,IT03GWBISSMPTLS_PO0180810U0111,3,2,M,01/05/2014,521130,5000547,2,74.97,74.45,0.52,20,1,10,20,PIEZOMETRO SUPERFICIALE ASSOCIATO A POZZO PROFONDO,PIEZOMETRO,GWB ISS MPTLS,IT03GWBISSMPTLS,Corpo idrico sotterraneo superficiale di Media pianura Bacino Ticino - Lambro Sud,"643164362,0574914",,,-0.179840133,0.258089423,-0.045,-0.54,-54,STAZIONARIO,62.4621,22,2,0,5,BASSA
